,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,state
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,127006,Utilities,,"Public Joint-Stock Company Federal Hydro-Generating Company - RusHydro, together with its subsidiaries, generates, transmits, distributes, and sells electricity and heat in Russia. It generates electricity from hydro, solar, wind, and geothermal energy. The company has an installed electricity generation capacity of 38 GW. It also engages in the research and development, engineering, construction, and energy retailing activities, as well as repair, upgrade, and reconstruction of equipment and hydropower facilities. The company was founded in 2004 and is based in Moscow, Russia.",Moscow,7 800 333 8000,Russia,[],https://www.rushydro.ru,1,7 Malaya Dmitrovka Street,Utilities—Renewable,,0.26345,0.09041,0.53958,98715000832,0.067,0.19874,121226002432,0.74,buy,248283000000,5749250048,1,0.6795,,1.125,0.06105,7,0.95,27.231,0.06796,1.05,60295999488,171378999296,460143984640,0.138,RUB,1.057,0.797,2,MCX,RUSHYDRO PJSC,Public Joint-Stock Company Federal Hydro-Generating Company - RusHydro,Europe/Moscow,MSK,False,10800000,EQUITY,HYDR.ME,finmb_26400948,ru_market,,0.906,,3.437,-0.15362644,,0.14,,435437010944,,,,1.423,,,,1640908800,0.18024,41601998848,0.096,0.053048,0.14403355,0.4775123,0.71038,1703980800,,1640908800,,,138177111042,0.349821,416664190976,4,,,,,1625702400,,,0.6430149,,0.54,,4.8535714,,,,0,,,0.6815,0.69,0.7819025,0,0.5555,,0.6975,,68379600,0.6815,0.71742,0,0.69,,68379600,,,0.05,1625702400,,,0.6795,RUB,7.078125,134704000,,,,295879442432,,,430553001,0.6795,0.6795,25100000,134704000,0.8803,,,0.5532,0.6795,False,0.077800006,3800000,0.6975,0.6795,,https://logo.clearbit.com/rushydro.ru,,,,,,,,,,,,,,,,,
0,426006,Basic Materials,3572,"Izhstal PAO manufactures and sells steel and stainless long products in Russia. The company provides hot-rolled steel and wire rods, ingots, bars and solid profiles, wires, and cold drawn strips. Its products are used in machine-building, making bearings, rigs, cutting instruments operating at high temperatures and cutting speeds, springs, medical equipment, consumer goods, etc. The company serves customers in aircraft, defense, automotive, agricultural, power, oil and gas, and construction industries. It also exports its products to Europe, North America, and the CIS countries. The company was founded in 1760 and is based in Izhevsk, Russia. Izhstal PAO is a subsidiary of Mechel PAO.",Izhevsk,7 3412 91 05 00,Russia,[],https://www.mechel.com/sector/steel/izhstal/,1,"Novoazhimova Street, 6",Steel,,0.023670001,-0.04522,0.10105,-1426513024,0.482,-0.00176,487108000,,none,1304504000,-1364503936,,2992,,0.515,-0.0024899999,,,,,,71455000,6979679232,20579989504,89.237,RUB,25701.566,0.206,,MCX,IZHSTAL PAO PUBIC,Izhstal PAO,Europe/Moscow,MSK,False,10800000,EQUITY,IGST.ME,finmb_8711251,ru_market,,0.452,,19.1,1.5615764,,,,800729,,,,-7139.051,,,,1609372800,0,-930646016,-1162.248,,0.14403355,,0.9619,1672444800,,1625011200,,,30508,0.492869,9304005632,2,,,,,,,,0.1514857,,,,,,,,0,,,2992,2500,1849.11,0,0,,2992,,0,2992,2546.58,0,2500,,0,,,,,,,2992,RUB,,0,,,,3117574144,,,1173,2992,0,100,0,4954,,,903,0,False,,1000,2992,2992,,https://logo.clearbit.com/mechel.com,7 3412 78 72 83,,,,,,,,,,,,,,,,
0,119435,Utilities,,"Public Joint Stock Company Inter RAO UES operates as a diversified energy holding company in Russia and internationally. The company operates through Supply in the Russian Federation, Electric Power Generation in the Russian Federation, Thermal Power Generation in the Russian Federation, Trading in the Russian Federation and Europe, Foreign Assets, and Engineering in the Russian Federation segments. It produces, supplies, exports, and imports electricity; and offers engineering services. The company generates electricity through thermal, hydro, wind, and gas sources. It also engages in export of power industry equipment; and management of distribution grids outside Russia. The company was founded in 1997 and is based in Moscow, Russia.",Moscow,7 495 664 8840,Russia,[],https://www.interrao.ru,1,Building 27-2,Utilities—Regulated Electric,Bolshaya Pirogovskaya Street,0.12494001,0.08502,0.22298001,122732003328,0.206,0.10521,140500992000,6,buy,210901000000,69752373248,7.05,2.2325,0.654,3.03,0.08425,8,6.96,16.444,0.15158,8.04,317049995264,111630999552,1124514004992,4.311,RUB,15.299,2.692,1.6,MCX,INTER RAO UES PJSC,Public Joint Stock Company Inter RAO UES,Europe/Moscow,MSK,False,10800000,EQUITY,IRAO.ME,finmb_11368677,ru_market,,-0.035,,-0.277,-0.5247054,,1.22,,73540599808,,,,9.199,,,,1609372800,0.07164,95611002880,1.301,0.180711,0.14403355,0.24268942,0.64494,1672444800,,1632960000,,,35487031006,0.508467,-38898544640,4,,1419552000,1:100,,1622764800,,0.649,0.14600031,,1.86,,1.829918,,,,0,,,2.4,2.49,4.26954,0.07541666,0.1389,,2.5,,25056250,2.4,3.3781,0.181,2.49,,25056250,,,0.18,1622764800,,,2.21,RUB,1.7159878,110817000,,,,164179394560,,,239497368,2.21,2.2325,700000,110817000,5.2015,,3.6,1.255,2.2325,False,0.0753,100000,2.5,2.2325,,https://logo.clearbit.com/interrao.ru,7 495 664 8841,,,,,,,,,,,,,,,,
0,664025,Utilities,,"Irkutsk Public Joint Stock Company of Energetics and Electrification engages in the power generation activities in Russia. The company operates three hydraulic power plants and nine thermal power plants with an installed capacity of 12.9 thousand MW. It also operates electricity and heat transmission networks. The company was founded in 1992 and is based in Irkutsk, Russia. Irkutsk Public Joint Stock Company of Energetics and Electrification is a subsidiary of EuroSibEnergo PLC.",Irkutsk,7 3952 79 03 00,Russia,[],https://irkutskenergo.ru,1,3 Sukhe-Batora Street,Utilities—Regulated Electric,,0.19521,0.024260001,0.23533002,23697000448,0.142,0.14887999,24088999936,,none,27605000000,3708000000,,14.02,1.078,0.646,0.03692,,,182.818,0.042919997,,13368999936,191556993024,123396997120,2.808,RUB,25.91,0.54,,MCX,IRKUTSKENERGO PJSC,Irkutsk Public Joint Stock Company of Energetics and Electrification,Europe/Moscow,MSK,False,10800000,EQUITY,IRGZ.ME,finmb_3479728,ru_market,,1.988,,10.185,0.2451154,,,,4761719808,,,,21.92,,,,1609372800,5e-05,2993999872,0.629,0.53,0.14403355,0.63959855,0.96739995,1672444800,,1625011200,,,150089468,0.509803,245348335616,2,,,,,1466035200,,1.08,0.54101247,,,,,,,,0,,,14.02,0,13.4671,0,0,,14.02,,0,14.02,14.062,0,0,,0,,,,1466035200,,,14.02,RUB,22.289349,0,,,,66759315456,,,396489,14.02,0,,0,20.98,,,10.86,0,False,,,14.02,14.02,,https://logo.clearbit.com/irkutskenergo.ru,7 3952 79 08 99,,,,,,,,,,,,,,,,
0,125315,Industrials,,"Irkut Corporation researches, designs, tests, manufactures, sells, and markets military and civil aircraft for Russian and foreign governments, and aviation and leasing companies. It also sells spare parts and offers after-sales support services. The company was founded in 1932 and is headquartered in Moscow, Russia. Irkut Corporation is a subsidiary of Public Joint Stock Company United Aircraft Corporation.",Moscow,7 495 777 2101,Russia,[],https://www.irkut.com,1,"68, Leningradsky prospect",Aerospace & Defense,,0.15398,-0.35669,0.35598,-18860713984,1.782,0.14483,22768076800,,none,38731693000,-48415162368,,16,,1.267,0.04814,,,,,,24210364416,209049305088,147866730496,9.589,RUB,71.543,0.309,,MCX,IRKUT CORPORATION,Irkut Corporation,Europe/Moscow,MSK,False,10800000,EQUITY,IRKT.ME,finmb_13291512,ru_market,,1.517,,9.855,-0.37327933,,,,3095069952,,,,-41.125,,,,1609372800,0,-52742762496,-25.519,0.7529817,0.14403355,,0,1672444800,,1625011200,,,1249898663,0.483511,224369655808,2,,,,,1531699200,,,0.33490372,,,,,,,,0,,,16,16.4,22.5255,0,0,,16,,0,16,18.4112,0,16.4,,0,,,,1531699200,,,16,RUB,,0,,,,49521119232,,,65368,16,0,460000,0,28.84,,,12.38,0,False,,10000,16,16,,https://logo.clearbit.com/irkut.com,7 495 221 3639,,,,,,,,,,,,,,,,
0,129110,Healthcare,,"Public Joint-Stock Company ÂHuman Stem Cells Institute' operates as a biotech company primarily in Russia. The company engages in the drug discovery, research and development, and marketing of proprietary products and services in the field of regenerative medicine; bio-insurance; medical genetics, including reproductive genetics; gene therapy; and biopharmaceutics. It owns and operates Gemabank, a family cord blood stem cell bank in Russia and the CIS; and Reprobank, a reproductive cell and tissue bank for personal storage of reproductive cells and tissues, as well as a sperm/oocyte donation. The company also offers Neovasculgen, a gene-therapy drug for treatment of peripheral arterial disease, including critical limb ischemia; and SPRS-therapy (service for personal regeneration of skin), a set of personalized diagnostics and treatment procedures for repairing skin damages. In addition, it operates GENETICO, a medical genetics center and molecular diagnostic lab that provides a range of genetic analysis and counseling services for the early detection, prediction, and prophylactic treatment of genetic disorders, including reproductive system diseases; and provides preimplantation genetic diagnosis and screening that includes testing of developing embryos for monogenic inherited diseases and chromosome abnormalities during an in vitro fertilization cycle. Further, the company offers non-invasive prenatal testing of fetal chromosome abnormalities; and develops Gemacell, a cell-based drug candidate for treatment of myocardial infarction. Additionally, it provides range of diagnostic services for identification of genetic predisposition to oncological diseases; and distributes cell processing equipment. The company was founded in 2003 and is based in Moscow, Russia. Public Joint-Stock Company ÂHuman Stem Cells Institute' is a subsidiary of PJSC International Medical Center Processings and Kriokhraneniya of Biomaterialy.",Moscow,7 495 646 8076,Russia,[],https://hsci.ru,1,18/1 Olimpiysky prospect,Biotechnology,,0.15176,0.01695,0.54055,176992992,0.229,0.10655,180238000,,none,693652000,-3619125,,74,-0.731,1.318,0.05124,,,105.911,0.07877,,49034000,477172992,1187623936,0.654,RUB,15.835,0.473,,MCX,HUMAN STEM CELLS,"Public Joint-Stock Company ""Human Stem Cells Institute""",Europe/Moscow,MSK,False,10800000,EQUITY,ISKJ.ME,finmb_36334783,ru_market,,5.225,,34.429,0.5733752,,,,75000000,,,,2.976,,,,1609372800,0,20129000,0.26,0.3,0.14403355,24.865591,0.7723,1672444800,,1625011200,,,16794000,1.305258,6205470208,2,,,,,1467158400,,-0.728,4.673197,,,,,,,,0,,,74,66,87.17755,0,0,,74,,0,74,83.5236,0,66,,0,,,,1467158400,,,74,RUB,284.6154,0,,,,5550000128,,,467167,74,0,70000,0,177,,,34.34,0,False,,10000,74,74,,https://logo.clearbit.com/hsci.ru,7 495 646 8076,,,,,,,,,,,,,,,,
0,150023,Energy,,"Public Joint Stock Company Slavneft-Yaroslavnefteorgsintez produces and sells oil products in Russia. It offers motor gasoline, diesel fuel, and jet fuel products; compressor and hydrostatic, industrial, turbine, and base oils; road, roof, and construction bitumen products; paraffin and wax products; and aromatic hydrocarbons, as well as liquefied gases and fuel oils. The company was founded in 1961 and is based in Yaroslavl, Russia.",Yaroslavl,7 4852 49 81 00,Russia,[],https://www.refinery.yaroslavl.su,1,"Moskovsky prospect, b. 130",Oil & Gas Refining & Marketing,,0.43208998,0.08614001,0.50375,12730000384,0.016,0.15675001,12679999488,,none,15539000000,2435749888,,15.85,-0.593,0.91,0.02254,,,45.453,0.033180002,,195000000,35221000192,29346000896,0.157,RUB,31.334,0.749,,MCX,SLAVNEFT YAROSLAVN,Public Joint Stock Company Slavneft-Yaroslavnefteorgsintez,Europe/Moscow,MSK,False,10800000,EQUITY,JNOS.ME,finmb_11324257,ru_market,,1.865,,4.317,-0.32446808,,,,932654976,,,,62.312,,,,1609372800,0,2524999936,2.696,0.01,0.14403355,0.25436515,0.98219,1672444800,,1625011200,,,59640145,0.561942,54736097280,2,,,,,1530835200,,-0.59,0.6184935,,,,,,,,0,,,15.85,15,19.667,0,0,,15.85,,0,15.85,17.25,0,15,,0,,,,1530835200,,,15.85,RUB,5.87908,0,,,,18150309888,,,13668,15.85,0,10000,0,26.95,,,10.95,0,False,,10000,15.85,15.85,,https://logo.clearbit.com/refinery.yaroslavl.su,7 4852 40 76 76,,,,,,,,,,,,,,,,
0,445007,Basic Materials,,"Public Joint Stock Company KuibyshevAzot, together with its subsidiaries, engages in the manufacture, distribution, and sale of various chemicals in Russia, Asia, rest of Europe, and internationally. The company operates through Caprolactam and Derivatives, and Ammonia and Nitrogen Fertilizers segments. It offers anhydrous ammonia, ammonium nitrate, urea, ammonium sulphate, and UAN, capolactam, polyamide 6 chips, engineering plastics, polyamide 6 recylced. The company also provides industrial yarn and cord fabrics, cyclohexanone, and cyclohexane chemical substances. The company is also involved in the transportation of finished goods; sale of construction materials; sale of electric power; production of engineering plastics and synthetic fibers; and the provision of rental services. The company was formerly known as KuibyshevAzot Joint Stock Company and changed its name to Public Joint Stock Company KuibyshevAzot in November 2016. Public Joint Stock Company KuibyshevAzot was founded in 1961 and is based in Togliatti, Russia.",Togliatti,7 8482 56 11 02,Russia,[],https://www.kuazot.ru,1,"6, Novozavodskaya Street",Chemicals,,0.22881001,0.13352999,0.28333,10540000256,0.646,0.17794001,14848000000,,none,11967000000,6099749888,,290,1.816,2.23,0.100480005,,,56.356,0.23979999,,5756000256,22868000768,64893001728,32.396,RUB,365.175,1.181,,MCX,KUIBYSHEVAZOT PJSC,Public Joint Stock Company KuibyshevAzot,Europe/Moscow,MSK,False,10800000,EQUITY,KAZT.ME,finmb_24509437,ru_market,,1.062,,4.639,0.23404253,,,,175460000,,,,226.982,,,,1609372800,7e-05,8664999936,48.761,10,0.14403355,1.2776344,0.52657,1672444800,,1625011200,,,81973915,0.040552,68886749184,2,,,,,1640044800,,1.796,0.7945695,,,,,,,,0,,,290,245,338.753,0.05810345,0.0797,,290,,0,290,314.42,16.85,245,,0,,,16.85,1640044800,,,290,RUB,5.947376,0,,,,51562000384,,,13455,290,0,20000,0,441.2,,,187.2,0,False,0.0692,20000,290,290,,https://logo.clearbit.com/kuazot.ru,7 8482 56 13 02,,,,,,,,,,,,,,,,
0,350000,Utilities,,"Public Joint Stock Company ÂTNS energo KubanÂ purchases and sells electric energy in the Krasnodar region and the Republic of Adygea. The company purchases electricity from the wholesale and retail electrical energy markets; and sells it to consumers and grid companies in the wholesale and retail electrical energy marketsThe company was formerly known as Kubanenergosbyt OJSC and changed its name to Public Joint Stock Company ÂTNS energo KubanÂ in August 2017. The company was founded in 2006 and is based in Krasnodar, Russia. Public Joint Stock Company ÂTNS energo KubanÂ is a subsidiary of Public Joint Stock Company Group of Companies TNS energo.",Krasnodar,7 861 299 0720,Russia,[],https://kuban.tns-e.ru,1,Gimnazicheskaya Street 51/1,Utilities—Regulated Electric,,0.01201,-0.00247,0.03716,-125366000,0.096,0.01059,748620992,,none,1922709000,-284519008,,118,,0.733,0.03728,,,,,,802328000,4678477824,62336806912,45.74,RUB,3550.134,0.696,,MCX,TNS ENERGO KUBAN,"Public Joint Stock Company ""TNS energo Kuban""",Europe/Moscow,MSK,False,10800000,EQUITY,KBSB.ME,finmb_28874719,ru_market,,0.095,,7.943,-0.0849421,,,,17219400,,,,-47.761,,,,1609372800,0,-154114000,-8.777,4.1432,0.14403355,,0.84169996,1672444800,,1625011200,,,1368724,0.250891,5945988096,2,,,,,1560470400,,,0.032595336,,,,,,,,0,,,118,118.5,140.07,0,0,,118,,0,118,128.58,0,118.5,,0,,,,1560470400,,,118,RUB,,0,,,,2031889152,,,361,118,0,1000,0,265.5,,,100,0,False,,30000,118,118,,https://logo.clearbit.com/kuban.tns-e.ru,7 861 262 3900,,,,,,,,,,,,,,,,
0,683000,Utilities,,"Public Joint Stock Company Kamchatskenergo engages in the generation, transmission, distribution, and sale of electric and thermal energy in Russia. It also offers services for the operation of energy facilities; and undertakes other activities. The company was founded in 1964 and is based in Petropavlovsk-Kamchatskiy, Russia. Public Joint Stock Company Kamchatskenergo is a subsidiary of PJSC RusHydro.",Petropavlovsk-Kamchatsky,7 4152 21 67 59,Russia,[],https://kamenergo.ru,1,"st. Embankment, 10",Utilities—Regulated Electric,,0.18704,0.09442,0.49877998,1516000000,0.13,0.16882,6209999872,,none,15444000000,-247375008,,0.15,2.41,1.236,0.14769,,,213.744,0.72102,,1955000064,12689999872,33201000448,0.04,RUB,0.679,0.648,,MCX,KAMCHATSKENERGO P,Public Joint Stock Company Kamchatskenergo,Europe/Moscow,MSK,False,10800000,EQUITY,KCHE.ME,finmb_20414655,ru_market,,0.544,,2.91,-0.42171717,,,,48746700800,,,,0.121,,,,1609372800,0,3135000064,0.064,,0.14403355,1.2396694,0.9888,1672444800,,1625011200,,,590727663,0.590017,18070194176,4,,,,,,,2.407,0.22197524,,,,,,,,0,,,0.15,0.1495,0.1885425,0,0,,0.15,,0,0.15,0.15697,0,0.1495,,0,,,,,,,0.15,RUB,2.34375,0,,,,7369800192,,,739836,0.15,0,1000000,0,0.3125,,,0.103,0,False,,1000000,0.15,0.15,,https://logo.clearbit.com/kamenergo.ru,7 4152 41 20 26,,,,,,,,,,,,,,,,
0,640000,Utilities,,"Public Joint Stock Company Kurgan Generation Company produces electricity and heat in Russia. It operates electric power generating facilities with a total installed capacity of 473 megawatts; and heat generating facilities with an installed capacity of 2093 gigacalories per hour. The company was founded in 2006 and is based in Kurgan, Russia.",Kurgan,,Russia,[],https://www.kgk-kurgan.ru,1,"Constitution Avenue, 29A",Utilities—Regulated Electric,,0.15010001,0.08963,0.39411,630723968,0.059,0.11549,1105399040,,none,2718804000,-83879376,,38.8,,1.539,0.05296,,,60.409,0.14002,,748403008,2829486080,7364484096,6.112,RUB,60.141,1.167,,MCX,KURGAN GENERATION,Public Joint Stock Company Kurgan Generation Company,Europe/Moscow,MSK,False,10800000,EQUITY,KGKC.ME,finmb_61539075,ru_market,,0.943,,6.285,-0.35714287,,,,122453000,,,,37.306,,,,1609372800,0,630465024,5.149,2.2496,0.14403355,1.0400472,0.9569,1672444800,,1625011200,,,16910815,-0.071746,6947853312,2,,,,,1626393600,,,0.7256609,,,,,,,,0,,,38.8,41.4,46.15,0.05798969,0.4644,,38.8,,0,38.8,39.684,2.25,41.4,,0,,,2.25,1626393600,,,38.8,RUB,7.5354433,0,,,,5344118272,,,822,38.8,0,,0,55.4,,,28.8,0,False,0.0694,,38.8,38.8,,https://logo.clearbit.com/kgk-kurgan.ru,,,,,,,,,,,,,,,,,
0,,Utilities,415,"Kaluga Power Sale Company Public Joint-Stock Company engages in the production, wholesale, and retail of electrical energy in the Kaluga region, Russia. It operates a gas turbine plant that has an installed capacity of approximately 20.8 MW of electricity and 49.88 Gcal/h thermal energy. The company was founded in 2004 and is based in Kaluga, Russia. Kaluga Power Sale Company Public Joint-Stock Company operates as a subsidiary of Kaluzhskaya gorodskaya energeticheskaya kompaniya OAO.",Kaluga,7 4842 70 18 01,Russia,[],https://www.ksc.kaluga.ru,1,8 Suvorov Lane,Utilities—Regulated Electric,,0.02668,0.00417,0.0517,726422976,0.131,0.01972,636774016,,none,1049514000,939379008,,7.29,2.627,1.192,0.04557,,,390.875,0.09387,,732355968,4167630080,23869863936,10.126,RUB,323.853,1.138,,MCX,KALUGA POWER SALE,Kaluga Power Sale Company Public Joint-Stock Company,Europe/Moscow,MSK,False,10800000,EQUITY,KLSB.ME,finmb_23569615,ru_market,,0.166,,6.223,-0.38099998,,,,75087296,,,,14.742,,,,1609372800,0,99656000,1.352,0.075632,0.14403355,0.4945055,0.8503,1672444800,,1625011200,,,17125587,0.128787,3962515456,2,,,,,1176422400,,2.493,0.02293211,,,,,,,,0,,,7.29,6.19,10.12055,0,0,,7.29,,0,7.29,8.4804,0,6.19,,0,,,,1176422400,,,7.29,RUB,5.3920116,0,,,,547386368,,,96570,7.29,0,10000,0,17.2,,,5.27,0,False,,10000,7.29,7.29,,https://logo.clearbit.com/ksc.kaluga.ru,7 4842 70 18 52,,,,,,,,,,,,,,,,
0,423827,Industrials,,"KAMAZ Publicly Traded Company manufactures, markets, and sells trucks and spare parts. It offers buses; dump, high sided, and loader crane trucks; trailers; mixer trucks; engines; and chassis. The company is also involved in the manufacturing and sale of specialized machinery and spare parts; car components; water supply and electric power transmission activities; leasing of non-residential premises, trucks, and buses; provision of hotel and recreation resort services; provision of non-state pension fund and compulsory pension insurance; truck distribution and maintenance; and other activities. It offers its products through a distribution and service network in Russia, the Commonwealth of Independent States, and internationally. The company also exports its products. KAMAZ Publicly Traded Company was founded in 1969 and is based in Naberezhnye Chelny, Russia.",Naberezhnye Chelny,7 800 555 0099,Russia,[],https://www.kamaz.ru,1,2 Avtozavodskiy pr.,Farm & Heavy Construction Machinery,,0.08149,0.02631,0.13047,6195999744,0.406,0.05804,20507000832,,none,29257000000,-4721874944,,81.7,9.041,0.96,0.03813,,,202.107,0.1526,,27260999680,107826003968,251653996544,38.546,RUB,355.83,0.504,,MCX,KAMAZ PTC,KAMAZ Publicly Traded Company,Europe/Moscow,MSK,False,10800000,EQUITY,KMAZ.ME,finmb_30464,ru_market,,0.556,,6.825,0.12153852,,,,707230016,,,,72.968,,,,1609372800,0.00022,6621000192,9.362,0.54,0.14403355,1.1196688,0.85643995,1672444800,,1625011200,,,71472664,0.767379,139950243840,2,,,,,1623715200,,9.041,0.22960371,,,,,,,,0,,,81.5,74.6,96.1075,0.0066257673,0.0577,,81.5,,0,81.5,91.242,0.54,74.6,,0,,,0.54,1623715200,,,81.5,RUB,8.726767,0,,,,57780690944,,,88103,81.5,0,50000,0,137.7,,,56.8,0,False,0.0074,20000,81.5,81.7,,https://logo.clearbit.com/kamaz.ru,,,,,,,,,,,,,,,,,
0,,Industrials,,"Public Joint Stock Company Kovrov Mechanical Plant develops and manufactures gas centrifuges for the nuclear industry in Russia. The company's gas centrifuges are used for the separation of uranium isotopes. It also produces and sells permanent magnets and magnet systems; manufactures various tools; and leases non-residential office premises and production areas, as well as engaged in water supply services. The company was founded in 1950 and is based in Kovrov, Russia. Public Joint Stock Company Kovrov Mechanical Plant operates as a subsidiary of JSC TVEL.",Kovrov,7 4923 29 42 01,Russia,[],https://www.kvmz.ru,1,"st. Socialist, 26",Aerospace & Defense,,0.18954,0.08595,0.38576,235776000,0.748,0.09872,465739008,,none,930441000,-845804864,,800,-0.286,3.034,0.0325,,,0.169,0.05171,,126951000,7080000,2457249024,33.722,RUB,652.725,1.827,,MCX,KOVROV MECHANICAL,"Kovrov Mechanical Plant, Public Joint-Stock Company",Europe/Moscow,MSK,False,10800000,EQUITY,KMEZ.ME,finmb_25263602,ru_market,,1.177,,6.209,-0.06025642,,,,3764600,,,,1113.702,,,,1609372800,0,211215008,56.106,,0.14403355,0.718325,0.96797997,1672444800,,1625011200,,,120542,0.641711,2891809024,2,,,,,,,-0.286,1.2256308,,,,,,,,0,,,800,521,1078.5275,0,0,,800,,0,800,862.42,0,521,,0,,,,,,,800,RUB,14.258725,0,,,,3011680000,,,160,800,0,200,0,1420,,,520,0,False,,1000,800,800,,https://logo.clearbit.com/kvmz.ru,7 4923 22 14 49,,,,,,,,,,,,,,,,
0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCX,KGIW PJSC,,Europe/Moscow,MSK,False,10800000,EQUITY,KMTZ.ME,,ru_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,0,,,0,,,,,,,,,0,RUB,,0,,,,,,,,0,0,0,0,0,,,0,0,False,,0,0,0,,,,,,,,,,,,,,,,,,,
0,665651,Basic Materials,2826,"Korshynov Mining Plant Public Joint Stock Company engages in the mining of iron ore in Russia. It operates Korshunovsky open pit, Rudnogorsky open pit, and Korshunovsky concentrating plant. The company was founded in 1955 and is based in Zheleznogorsk, Russia. Korshynov Mining Plant Public Joint Stock Company operates as a subsidiary of Mechel PAO.",Zheleznogorsk,7 395 663 1439,Russia,[],https://www.mechel.com/sector/mining/korshunovskij_gok,1,"Ivashchenko Street, 9A/1",Steel,Zheleznogorsk-Ilimsky,0.34530997,0.3728,0.54782003,,0.969,0.33221,5513530368,,none,5790993000,,,38200,8.628,6.195,0.06795,,,0.122,0.13024999,,138000,60124000,15966753792,0.552,RUB,63783.08,5.703,,MCX,KORSHYNOV MINING,Korshynov Mining Plant Public Joint Stock Company,Europe/Moscow,MSK,False,10800000,EQUITY,KOGK.ME,finmb_24603723,ru_market,,0.602,,1.744,-0.41735536,,,,250126,,,,196160.92,,,,1609372800,0,5952401920,23778.316,5320.75,0.14403355,0.19473808,0.95075,1672444800,,1625011200,,,12319,0.596256,9614798848,2,,,,,1212019200,,8.611,0.59841925,,,,,,,,0,,,38200,30000,48590,0,0,,38200,,0,38200,39884,0,30000,,0,,,,1212019200,,,38200,RUB,1.6065056,0,,,,9554812928,,,12,38200,0,100,0,58200,,,26600,0,False,,100,38200,38200,,https://logo.clearbit.com/mechel.com,7 395 663 2605,,,,,,,,,,,,,,,,
